msg_type,mass,time,ax,ay,az,ax_local,ay_local,az_local,pitch,roll,yaw,vx,vy,vz,vx_local,vy_local,vz_local,x,y,z,qw,qx,qy,qz,apogee,baro_altitude,altitude,baro_pressure,baro_temperature,air_pressure,air_density,air_temperature,drag_coefficient,
138,0.477999985218048,58.0433921813965,0.0922419726848602,0.124110758304596,0.124727211892605,-0.0138476071879268,0.154690146446228,0.123885035514832,-0.00801364798098803,0.00619644904509187,-0.735315501689911,0,0,0,0,0,0,0,0,0,0.933160483837128,0.00145096518099308,-0.00485262414440513,-0.359413057565689,0,25061.4375,0,1002.45751953125,11.375,-7.1883687358173E+025,-8.10938348910538E+037,-4.47574538669777E-016,0,4.53181945645446E+025
138,0.477999985218048,58.1437835693359,0.0765370577573776,0.117339223623276,-0.0188417807221413,-0.0221129078418016,0.138222083449364,-0.0196668356657028,-0.00739142391830683,0.00714537501335144,-0.735475480556488,0,0,0,0,0,0,0,0,0,0.933131694793701,0.00200516334734857,-0.00473299529403448,-0.359486818313599,0,25061.4375,0,1002.45751953125,11.375,0.00000000004563852074,nan,8.57289444453153E+023,0,1.13012038367492E-034
138,0.477999985218048,58.2575836181641,0.0187568571418524,0.0503201112151146,-0.0192118063569069,-0.0199702233076096,0.0497087985277176,-0.0195754859596491,-0.00570605508983135,0.0095875347033143,-0.735630810260773,0,0,0,0,0,0,0,0,0,0.933101713657379,0.00344720599241555,-0.00438589137047529,-0.359558016061783,0,25062.3125,0,1002.49249267578,11.375,6.54245645425231E-020,6.3190960277545E-035,-1.96942526997062E+024,0,-1.95632777563952E+037
138,0.477999985218048,58.3579711914063,-0.00389725062996149,0.0418692529201508,-0.0911627188324928,-0.0319226197898388,0.0275724232196808,-0.0911011025309563,-0.00985999684780836,0.00891596730798483,-0.737021446228027,0,0,0,0,0,0,0,0,0,0.932848453521729,0.00238271709531546,-0.00620482908561826,-0.360196650028229,0,25062.3125,0,1002.49249267578,11.375,-0.492644488811493,6.17989326244939E-038,-0.00000000000134906517,0,3.12218549163896E-025
138,0.477999985218048,58.4583587646484,0.0240883268415928,0.0754542201757431,0.117094002664089,-0.0319269225001335,0.0728508234024048,0.116866126656532,-0.00912716612219811,0.00722372904419899,-0.738720536231995,0,0,0,0,0,0,0,0,0,0.932544827461243,0.00172068865504116,-0.00555971264839172,-0.360995918512344,0,25062.3125,0,1002.49249267578,11.375,-7.1883687358173E+025,-8.10938348910538E+037,-4.47574538669777E-016,0,4.53181945645446E+025
138,0.477999985218048,58.5587501525879,0.0983140543103218,0.134094268083572,-0.0901070013642311,-0.0187302883714437,0.16456313431263,-0.0912895277142525,-0.00851240660995245,0.00812106858938932,-0.740893840789795,0,0,0,0,0,0,0,0,0,0.932152032852173,0.00224416027776897,-0.00543747842311859,-0.36200824379921,0,25061.1875,0,1002.44750976563,11.375,0.00000000004563852074,nan,8.57289444453153E+023,0,1.13012038367492E-034
138,0.477999985218048,58.672550201416,0.148284241557121,0.159867852926254,0.0609292611479759,0.00140838185325265,0.218468755483627,0.0593879595398903,-0.00865504890680313,0.00701420661062002,-0.743784606456757,0,0,0,0,0,0,0,0,0,0.93162876367569,0.00169478927273303,-0.00530606787651777,-0.363357782363892,0,25061.1875,0,1002.44750976563,11.375,6.54245645425231E-020,6.3190960277545E-035,-1.96942526997062E+024,0,-1.95632777563952E+037
138,0.477999985218048,58.7729454040527,0.05882553383708,0.055888619273901,-0.0405102148652077,0.00497509026899934,0.0806747451424599,-0.0411310344934464,-0.00829071458429098,0.00715773645788431,-0.745492279529572,0,0,0,0,0,0,0,0,0,0.931318521499634,0.00182343646883965,-0.00516399135813117,-0.364153653383255,0,25061.1875,0,1002.44750976563,11.375,-0.492644488811493,6.17989326244939E-038,-0.00000000000134906517,0,3.12218549163896E-025
138,0.477999985218048,58.8733329772949,0.0543456114828587,0.0404499508440495,-0.0118637466803193,0.0125754168257117,0.0664518103003502,-0.0125032914802432,-0.00531460763886571,0.00861047115176916,-0.743289411067963,0,0,0,0,0,0,0,0,0,0.931719839572907,0.00304629071615636,-0.00403929967433214,-0.363131582736969,0,25061.1875,0,1002.44750976563,11.375,-7.1883687358173E+025,-8.10938348910538E+037,-4.47574538669777E-016,0,4.53181945645446E+025
138,0.477999985218048,58.9871253967285,0.0841389372944832,0.0344239957630634,-0.119548834860325,0.0374751202762127,0.0817606225609779,-0.120277762413025,-0.00717065716162324,0.00558020081371069,-0.747152626514435,0,0,0,0,0,0,0,0,0,0.931018352508545,0.00128917722031474,-0.00435626320540905,-0.364932835102081,0,25061.125,0,1002.44500732422,11.375,0.00000000004563852074,nan,8.57289444453153E+023,0,1.13012038367492E-034
138,0.477999985218048,59.0875244140625,0.0358307547867298,0.0309806074947119,0.00939079280942678,0.0053530833683908,0.0471398942172527,0.00899813231080771,-0.00605234736576676,0.0076501383446157,-0.745815575122833,0,0,0,0,0,0,0,0,0,0.931261420249939,0.00245963525958359,-0.00421172939240932,-0.364308387041092,0,25061.125,0,1002.44500732422,11.375,6.54245645425231E-020,6.3190960277545E-035,-1.96942526997062E+024,0,-1.95632777563952E+037
138,0.477999985218048,59.1879119873047,0.0780968144536018,0.0240572895854712,-0.0405569449067116,0.0408358164131641,0.0703495666384697,-0.0413034185767174,-0.00536087993532419,0.0074790408834815,-0.745618581771851,0,0,0,0,0,0,0,0,0,0.931297838687897,0.00250630849041045,-0.00385834812186658,-0.364218533039093,0,25061.125,0,1002.44500732422,11.375,-0.492644488811493,6.17989326244939E-038,-0.00000000000134906517,0,3.12218549163896E-025
138,0.477999985218048,59.2882995605469,0.0819790959358215,0.00928863976150751,-0.0117283249273896,0.0538529194891453,0.0623458623886108,-0.0125359203666449,-0.00623096060007811,0.0075633879750967,-0.745591521263123,0,0,0,0,0,0,0,0,0,0.931302070617676,0.00238718348555267,-0.00427882792428136,-0.364203780889511,0,25061.125,0,1002.44500732422,11.375,-7.1883687358173E+025,-8.10938348910538E+037,-4.47574538669777E-016,0,4.53181945645446E+025
138,0.477999985218048,59.4020957946777,0.138748526573181,0.104977518320084,-0.0469475165009499,0.031010739505291,0.170771196484566,-0.0484820567071438,-0.00416475255042315,0.008219956420362,-0.742744147777557,0,0,0,0,0,0,0,0,0,0.931819796562195,0.00307408906519413,-0.00343188527040184,-0.362881004810333,0,25061.4375,0,1002.45751953125,11.4375,0.00000000004563852074,nan,8.57289444453153E+023,0,1.13012038367492E-034
138,0.477999985218048,59.5024909973145,-0.000837546947877854,0.0425322726368904,-0.0627861395478249,-0.0298280250281096,0.030244892463088,-0.062827043235302,-0.00597975263372064,0.00717614544555545,-0.745064973831177,0,0,0,0,0,0,0,0,0,0.931398570537567,0.00225368910469115,-0.00409074174240232,-0.363959938287735,0,25061.4375,0,1002.45751953125,11.4375,6.54245645425231E-020,6.3190960277545E-035,-1.96942526997062E+024,0,-1.95632777563952E+037
138,0.477999985218048,59.6028785705566,0.0331178940832615,0.0945369079709053,0.0167121514678001,-0.0396363027393818,0.0920942798256874,0.0161479637026787,-0.00478190369904041,0.00819087028503418,-0.74465423822403,0,0,0,0,0,0,0,0,0,0.931472599506378,0.00294500659219921,-0.00371695938520133,-0.363769352436066,0,25061.4375,0,1002.45751953125,11.4375,-0.492644488811493,6.17989326244939E-038,-0.00000000000134906517,0,3.12218549163896E-025
138,0.477999985218048,59.7032737731934,-0.00304291443899274,0.0261724404990673,0.023406945168972,-0.019855510443449,0.0173852294683456,0.0233587995171547,-0.00496109435334802,0.00848972331732512,-0.744479417800903,0,0,0,0,0,0,0,0,0,0.931503891944885,0.00305193639360368,-0.00385450525209308,-0.363687008619308,0,25061.4375,0,1002.45751953125,11.4375,-7.1883687358173E+025,-8.10938348910538E+037,-4.47574538669777E-016,0,4.53181945645446E+025
138,0.477999985218048,59.8170623779297,0.118559569120407,0.0324973240494728,0.0466098412871361,0.0655032396316528,0.104673743247986,0.0451373532414436,-0.00797391496598721,0.00910587981343269,-0.744858682155609,0,0,0,0,0,0,0,0,0,0.931431889533997,0.00278999400325119,-0.0053702974691987,-0.363854259252548,0,25062.1875,0,1002.48748779297,11.4375,0.00000000004563852074,nan,8.57289444453153E+023,0,1.13012038367492E-034
138,0.477999985218048,59.9174652099609,0.0511802136898041,-0.0133739113807678,-0.062199629843235,0.0462510585784912,0.0243819020688534,-0.0627162456512451,-0.0070074750110507,0.0077751069329679,-0.745026588439941,0,0,0,0,0,0,0,0,0,0.931404113769531,0.00234567793086171,-0.00467830337584019,-0.363938391208649,0,25062.1875,0,1002.48748779297,11.4375,6.54245645425231E-020,6.3190960277545E-035,-1.96942526997062E+024,0,-1.95632777563952E+037
138,0.477999985218048,60.0178527832031,-0.0309113077819347,0.0118845207616687,-0.0559215918183327,-0.0311106257140636,-0.0126449130475521,-0.0556429885327816,-0.00611076643690467,0.00715773180127144,-0.745831370353699,0,0,0,0,0,0,0,0,0,0.931258916854858,0.0022196804638952,-0.00414925487712026,-0.364316582679749,0,25062.1875,0,1002.48748779297,11.4375,-0.492644488811493,6.17989326244939E-038,-0.00000000000134906517,0,3.12218549163896E-025
138,0.477999985218048,60.1316452026367,0.109720572829247,0.139828249812126,-0.0406303778290749,-0.015453995205462,0.176898032426834,-0.0413411185145378,-0.00744448229670525,0.00466114981099963,-0.750683426856995,0,0,0,0,0,0,0,0,0,0.930372834205627,0.000803763046860695,-0.00431746058166027,-0.366577386856079,0,25061.25,0,1002.45001220703,11.4375,-7.1883687358173E+025,-8.10938348910538E+037,-4.47574538669777E-016,0,4.53181945645446E+025
